Date,Close
2024-01-01,101.04342830602246
2024-01-02,100.81453604012202
2024-01-03,102.17087169748463
2024-01-04,105.33414289434342
2024-01-05,104.89352306514456
2024-01-08,104.45478082079411
2024-01-09,107.80613478146878
2024-01-10,109.5147212858003
2024-01-11,108.54119151591344
2024-01-12,109.77326438366633
2024-01-15,108.81073355759474
2024-01-16,107.85161100186198
2024-01-17,108.42745722316423
2024-01-18,104.33262871410464
2024-01-19,100.78549079282328
2024-01-22,99.70247504619499
2024-01-23,97.73269089369504
2024-01-24,98.39580198755591
2024-01-25,96.65808474585133
2024-01-26,93.97620237121333
2024-01-29,96.77791257866477
2024-01-30,96.38929835353768
2024-01-31,96.56767292809332
2024-02-01,93.86426442753427
2024-02-02,92.88923487965577
2024-02-05,93.14174978687599
2024-02-06,91.04420954587805
2024-02-07,91.77383423281566
2024-02-08,90.71726283868358
2024-02-09,90.23338829873498
2024-02-12,89.1926244652201
2024-02-13,92.54141182777322
2024-02-14,92.56270148902699
2024-02-15,90.65089122019897
2024-02-16,92.18750525282496
2024-02-19,89.98266839755973
2024-02-20,90.40354180395123
2024-02-21,86.90552117553081
2024-02-22,84.64043992016683
2024-02-23,85.01600857227074
2024-02-26,86.31414619846137
2024-02-27,86.65313340908881
2024-02-28,86.49603425494695
2024-02-29,86.01839676071478
2024-03-01,83.51780413535779
2024-03-04,82.35716688533185
2024-03-05,81.63960738609872
2024-03-06,83.4064880599444
2024-03-07,84.02139119929576
2024-03-08,81.10074016301942
2024-03-11,81.66695952895867
2024-03-12,81.07882302852157
2024-03-13,80.02168165869745
2024-03-14,81.04063980480272
2024-03-15,82.75221734353549
2024-03-18,84.33490334870362
2024-03-19,82.96156422618758
2024-03-20,82.4899901607264
2024-03-21,83.07775349974852
2024-03-22,84.74021432847744
2024-03-25,83.97047788332779
2024-03-26,83.70066566239365
2024-03-27,81.89049651982701
2024-03-28,79.97228268036149
2024-03-29,81.31185971677371
2024-04-01,83.55808362554058
2024-04-02,83.47952211213544
2024-04-03,85.19675080798815
2024-04-04,85.85555346957564
2024-04-05,84.79073897459483
2024-04-08,85.44599435314673
2024-04-09,88.11709862578698
2024-04-10,88.09801944266742
2024-04-11,90.89890859660373
2024-04-12,86.18171863564096
2024-04-15,87.64146890251865
2024-04-16,87.83786829545095
2024-04-17,87.35650386420683
2024-04-18,87.56050012873906
2024-04-19,84.12362981474764
2024-04-22,83.79609969819202
2024-04-23,84.43649056095866
2024-04-24,86.97447253741743
2024-04-25,86.11643419636208
2024-04-26,84.76700069042565
2024-04-29,83.95873539757173
2024-04-30,85.53783484892102
2024-05-01,86.14301692883487
2024-05-02,85.27338559327275
2024-05-03,86.19138332079628
2024-05-06,86.4018239778107
2024-05-07,88.11887876917982
2024-05-08,86.92565557918628
2024-05-09,86.39947346894598
2024-05-10,85.76511444621048
2024-05-13,83.29762646302777
2024-05-14,83.83259760080036
2024-05-15,84.31221273128523
2024-05-16,84.36299137453548
2024-05-17,84.00936342403267
2024-05-20,81.67328020477157
2024-05-21,81.02700717861312
2024-05-22,80.51213805038584
2024-05-23,79.26053295432588
2024-05-24,79.04449139151174
2024-05-27,79.72277352667169
2024-05-28,82.7700743420632
2024-05-29,83.10045575016555
2024-05-30,83.57005707499454
2024-05-31,83.48741311494047
2024-06-03,80.32529191900339
2024-06-04,80.32285986925565
2024-06-05,80.45977855345005
2024-06-06,84.46384674060874
2024-06-07,84.18112772301608
2024-06-10,84.73091019366802
2024-06-11,84.7144524519337
2024-06-12,82.77673127716888
2024-06-13,84.71010238309802
2024-06-14,86.02638391797217
2024-06-17,87.43038946928529
2024-06-18,85.8839426769962
2024-06-19,88.33643477209576
2024-06-20,85.90391249011094
2024-06-21,86.95513085495638
2024-06-24,90.8080355318695
2024-06-25,89.05446639347393
2024-06-26,88.09036678407845
2024-06-27,88.30997847349258
2024-06-28,87.46489497919075
2024-07-01,84.79605514375493
2024-07-02,84.95473056717624
2024-07-03,83.19225341685758
2024-07-04,84.02183397368017
2024-07-05,82.5188106834636
2024-07-08,85.1180449635939
2024-07-09,83.82722420697654
2024-07-10,83.32918736053179
2024-07-11,84.72664652675637
2024-07-12,82.68326973280179
2024-07-15,83.10075399019377
2024-07-16,85.31479533626263
2024-07-17,82.61461067066946
2024-07-18,82.96098706279018
2024-07-19,83.43367021895128
2024-07-22,84.77999408713079
2024-07-23,82.72501060508802
2024-07-24,80.58167736397147
2024-07-25,81.46314673952119
2024-07-26,81.98774443319063
2024-07-29,82.43948518133722
2024-07-30,83.05192516458642
2024-07-31,81.9639038814366
2024-08-01,82.38561422758157
2024-08-02,82.90970614921352
2024-08-05,81.76662767917134
2024-08-06,84.85867278873214
2024-08-07,85.70527878097015
2024-08-08,83.70611145355068
2024-08-09,84.84711550006814
2024-08-12,83.23556049282665
2024-08-13,84.58744683602859
2024-08-14,86.58979339832153
2024-08-15,85.2118340471861
2024-08-16,86.89626090121344
2024-08-19,87.65709141410642
2024-08-20,89.1421080116641
2024-08-21,92.56836156438004
2024-08-22,92.16034222824712
2024-08-23,90.81713074222138
2024-08-26,89.24687634254462
2024-08-27,87.83532938829016
2024-08-28,87.74380197212854
2024-08-29,88.38635329952885
2024-08-30,88.91966029106486
2024-09-02,90.43517719126524
2024-09-03,90.50391134777686
2024-09-04,93.18017368865111
2024-09-05,92.73354838171541
2024-09-06,97.82493393623406
2024-09-09,99.0979637424256
2024-09-10,97.44866135535108
2024-09-11,95.41024487819789
2024-09-12,96.37860622634354
2024-09-13,95.99605489359345
2024-09-16,97.41487753353859
2024-09-17,98.38559267714726
2024-09-18,98.29147915877027
2024-09-19,96.67597275652369
2024-09-20,93.79532416242142
2024-09-23,93.00460153105274
2024-09-24,94.64408440417284
2024-09-25,95.09666057417222
2024-09-26,92.77489694839414
2024-09-27,93.14262124785375
2024-09-30,93.90698197368366
2024-10-01,92.29392777809757
2024-10-02,92.62383261850296
2024-10-03,92.77797482669781
2024-10-04,90.70351442371532
2024-10-07,91.39791760092663
2024-10-08,92.46870731838467
2024-10-09,94.51790864036363
2024-10-10,96.55723091626905
2024-10-11,93.94503074596511
2024-10-14,92.22992321715486
2024-10-15,93.22607144173908
2024-10-16,94.23064939277003
